GENE_NAMES	UNIPROT_ID	IN_CANCER_GENE_LISTS	MAPPED_UNIPROT_ID	PDBID-CHAIN	PDB_FRAGMENT	UNIPROT_SEQ_LENGTH	MAP_START	MAP_END	PERCENT_IDENTITY	NSITES	NSAMPLES	CLUMPS_P	CLUMPS_Q_FULL	CLUMPS_Q_RESTRICTED	NOTES
CELF1	Q92879		Q92879	2dhs-A	NA	486	1	187	100	28	31	0.0052	0.447663	-1	
APH1B	Q8WW43		Q96BI3	5fn2-C	NA	257	2	243	58.9	26	32	0.00525	0.448169	-1	
CTSH	P09668		P43235	7pck-A	NA	335	25	331	41.4	41	48	0.00525	0.448169	-1	
DUSP4	Q13115		Q13115	3ezz-A	NA	394	193	336	100	17	23	0.0054	0.459045	-1	
SMOC2	Q9H3U7		P08833	1zt3-A	NA	446	86	153	32.9	11	14	0.00542857	0.459551	-1	
ING1	Q9UK53	M	Q9UK53	2qic-A	NA	422	352	402	100	9	13	0.0055	0.46175	0.102194	
SLITRK6	Q9H5Y7		O94813	2wfh-B	NA	841	580	622	23.3	15	25	0.0055	0.46175	-1	
GARNL3	Q5VVW2		P47736	3brw-A	NA	1013	85	411	38.4	38	44	0.00575	0.476828	-1	
PPIH	O43447		O43447	5o9z-M	NA	177	9	177	100	18	18	0.00575	0.476828	-1	
SVIL	O95425		O95425	2k6n-A	NA	2214	2149	2214	100	11	13	0.00575	0.476828	-1	
CSH2	P0DML3		P0DML2	1z7c-A	NA	217	28	215	100	18	27	0.006	0.487608	-1	
GSN	P06396		P06396	3ffn-B	NA	782	54	782	100	78	77	0.006	0.487608	-1	
IGHG1	P01857		P01857	2rcj-O	NA	330	1	326	100	97	116	0.006	0.487608	-1	
RRP1	P56182		P35178	6em5-4	NA	461	12	176	30.2	15	17	0.006	0.487608	-1	
ZIM3	Q96PE6		Q5JVG2	2ep3-A	NA	472	442	471	70	9	13	0.006	0.487608	-1	
ASCC1	Q8N9N2		Q9P0M2	5jj2-A	NA	400	159	309	28	20	22	0.00633333	0.491123	-1	
BTBD19	C9JJ37		Q9H2C0	3hve-A	NA	291	18	246	21.1	15	15	0.00633333	0.491123	-1	
DCUN1D2	Q6PH85		Q6PH85	4gao-A	NA	259	62	252	100	25	28	0.0062	0.491123	-1	
DNASE1L3	Q13609		P00639	2a41-B	NA	305	22	281	48.3	37	44	0.00633333	0.491123	-1	
EFEMP1	Q12805		P01130	3p5c-L	NA	493	293	443	26.1	24	31	0.00633333	0.491123	-1	
ISG20	Q96AZ6		Q96AZ6	1wlj-A	NA	181	6	178	100	21	26	0.00625	0.491123	-1	
POLE	Q07864	"C,S,M"	P21951	4m8o-A	NA	2286	28	1173	55	177	213	0.00630435	0.491123	0.1152	
SDK1	Q7Z5N4		P02751	1fnf-A	NA	2213	959	1373	21.1	97	128	0.006125	0.491123	-1	
SLC15A2	Q16348		Q8PAS2	6ei3-A	NA	729	603	662	56.7	11	14	0.00625	0.491123	-1	
SLC39A10	Q9ULF5		L5KLU7	4x82-B	NA	831	319	376	24.1	11	13	0.00633333	0.491123	-1	
TAB3	Q8N5C8		Q9NYJ8	2dae-A	NA	712	7	66	66.1	15	15	0.00616667	0.491123	-1	
ZNF433	Q8N7K0		D9IWL3	5v3g-A	NA	673	419	585	53.9	20	29	0.00625	0.491123	-1	
FLNA	P21333		P13466	1ksr-A	NA	2647	279	378	23.4	15	15	0.006375	0.492475	-1	
KIT	P10721	"C,S,M"	P10721	4hvs-A	NA	976	551	931	100	79	132	0.0065	0.498342	0.1152	
NFE2L2	Q16236	"C,S,M"	Q60795	3wn7-M	NA	605	17	40	100	14	125	0.0065	0.498342	0.1152	
HDAC7	Q8WUI4		Q8WUI4	3c0y-A	NA	952	515	900	100	48	52	0.00666667	0.503519	-1	
SLC9A2	Q9UBY0		P19634	2e30-B	NA	812	483	525	44.2	11	11	0.0066	0.503519	-1	
TNFSF14	O43557		O43557	4kg8-B	NA	240	93	240	100	24	31	0.00666667	0.503519	-1	
TRIM49C	P0CI26		O15553	4cg4-A	NA	452	131	448	26	34	60	0.00664706	0.503519	-1	
HBG2	P69892		P69892	4mqk-F	NA	147	3	147	100	50	75	0.0068	0.504218	-1	
TFDP1	Q14186		Q14188	1cf7-B	NA	410	113	195	89.2	21	35	0.0068	0.504218	-1	
TRIM54	Q9BYV2		Q969Q1	4m3l-A	NA	358	218	274	52.6	8	10	0.0068	0.504218	-1	
ZFX	P17010		P49711	5und-B	NA	805	716	801	31.4	16	25	0.00670968	0.504218	-1	
ZNF251	Q9BRH9		P49711	5und-A	NA	671	430	617	31.1	27	36	0.0068	0.504218	-1	
CAPS	Q13938		Q13938	3e3r-B	NA	189	4	189	100	19	20	0.007	0.506117	-1	
ESR1	P03372	"C,S"	P03372	1r5k-A	NA	595	306	545	100	40	57	0.007	0.506117	0.122182	
EXD3	Q8N9H8		Q01780	3sag-A	NA	876	367	566	23	11	12	0.007	0.506117	-1	
FZD5	Q13467		Q13467	5ury-A	NA	585	32	150	100	12	12	0.007	0.506117	-1	
GIMAP8	Q8ND71		Q9UG22	2xto-A	NA	665	246	430	39.4	45	58	0.007	0.506117	-1	
IGLV3-12	A0A075B6K2		Q8N355	4fqq-L	NA	115	21	115	85.3	22	25	0.007	0.506117	-1	
LILRA1	O75019		P43629	5t70-G	NA	489	123	419	40.5	85	110	0.007	0.506117	-1	
GLS	O94925		O94925	5uqe-A	NA	669	139	643	100	69	69	0.00711111	0.512328	-1	
MCM3AP	O60318		B3LGC5	5ubp-A	NA	1980	565	968	26.6	51	61	0.00717647	0.51521	-1	
ROR1	Q01973		Q9HCK4	5noi-A	NA	937	34	148	29.3	23	30	0.00725	0.518656	-1	
MOV10L1	Q9BXT6		Q6ZQJ5	5eaw-B	NA	1211	745	1177	31.5	66	73	0.00733333	0.522777	-1	
PIEZO2	Q9H5I5		E2JF22	6b3r-C	NA	2752	1776	2750	50	119	129	0.007375	0.523909	-1	
DCLK1	O15075		Q3HNM6	3khe-B	NA	740	655	702	25.5	13	18	0.0075	0.529089	-1	
ZNF490	Q9ULM2		P49711	5t0u-A	NA	529	133	274	29.1	23	35	0.0075	0.529089	-1	
IL6R	P08887		P08887	1n26-A	NA	468	20	318	100	39	45	0.00757143	0.530444	-1	
RECQL5	O94762		O94762	5lb3-B	NA	991	11	453	100	54	62	0.00754545	0.530444	-1	
MATN4	O95460		P20702	5es4-A	NA	622	376	603	28.6	48	67	0.00766667	0.533437	-1	
MTR	Q99707		Q99707	4ccz-A	NA	1265	17	651	100	79	88	0.00766667	0.533437	-1	
ZNF735	P0CB33		D9IWL3	5v3g-A	NA	412	210	376	55.7	59	85	0.00775	0.537395	-1	
HEMK1	Q9Y5R4		Q9WYV8	1sg9-B	NA	338	67	335	29.6	28	32	0.0078125	0.539886	-1	
CAMK2G	Q13555		Q13555	2ux0-F	NA	558	425	551	100	15	20	0.008	0.545423	-1	
DPF2	Q92785		Q92785	5b79-A	NA	391	270	386	100	22	33	0.008	0.545423	-1	
PCDHA3	Q9Y5H8		Q91Y13	5dzv-B	NA	950	30	557	78.4	162	218	0.008	0.545423	-1	
PRDM9	Q9NQV7		Q9NQV7	4ijd-A	NA	894	195	413	100	104	151	0.008	0.545423	-1	
ACAD8	Q9UKU7		Q9UKU7	1rx0-D	NA	415	32	415	100	53	58	0.00833333	0.555109	-1	
ANKRD36	A6QL64		A5H025	4o1p-C	NA	1941	38	259	28.1	28	27	0.00833333	0.555109	-1	
LAMP2	P13473		P11438	5gv0-A	NA	410	212	372	34.9	20	22	0.00833333	0.555109	-1	
MRPL41	Q8IXM3		Q8IXM3	5oom-9	NA	137	15	137	100	11	12	0.00825	0.555109	-1	
NOTCH1	P46531	"C,S,M"	Q9NR61	5mvx-A	NA	2555	11	141	30.1	11	11	0.00833333	0.555109	0.143284	
SELL	P14151		P14151	5vc1-A	NA	372	39	191	100	33	35	0.00833333	0.555109	-1	
TOPBP1	Q92547		Q92547	1wf6-A	NA	1522	326	444	100	12	16	0.00833333	0.555109	-1	
ACADS	P16219		P16219	2vig-D	NA	412	34	412	100	53	71	0.009	0.562625	-1	
C8G	P07360		P07360	2ove-A	NA	202	31	200	100	12	16	0.009	0.562625	-1	
CLEC4E	Q9ULY5		Q9ULY5	3wh3-A	NA	219	79	208	100	29	39	0.009	0.562625	-1	
COL7A1	Q02388		P02751	1fnf-A	NA	2944	233	597	26.1	53	63	0.009	0.562625	-1	
F3	P13726		P13726	5w06-T	NA	295	37	244	100	28	27	0.00891667	0.562625	-1	
GBX2	P52951		Q14549	2n8g-A	NA	348	242	311	90	11	15	0.00870588	0.562625	-1	
IRX2	Q9BZI1		P40424	1puf-B	NA	471	118	174	42.1	16	23	0.009	0.562625	-1	
L2HGDH	Q9H9P8		Q7VU70	3dme-B	NA	463	47	328	31.5	26	31	0.00875	0.562625	-1	
LYN	P07948		P07948	3a4o-X	NA	512	238	505	100	51	57	0.009	0.562625	-1	
NEUROD6	Q96NK8		P10085	1mdy-A	NA	337	81	151	36.6	21	30	0.009	0.562625	-1	
OVOL2	Q9BRP0		Q9NQV7	5eh2-F	NA	275	119	232	36	21	23	0.00866667	0.562625	-1	
PATJ	Q8NI35		Q8NI35	2daz-A	NA	1801	1219	1329	100	19	22	0.00870833	0.562625	-1	
RTL1	A6NKG5		Q99315	4ol8-B	NA	1358	650	931	24.4	34	42	0.00855556	0.562625	-1	
SETDB2	Q96T68		Q96KQ7	5jin-A	NA	719	567	715	31.1	15	16	0.00875	0.562625	-1	
SUPT5H	O00267		O00267	5oik-Z	NA	1087	176	754	100	82	95	0.0086	0.562625	-1	
TRAF7	Q6Q0C0	"C,S"	Q969H0	2ovr-B	NA	670	386	668	31.5	23	27	0.009	0.562625	0.150261	
TRIM49	P0CI25		O15553	4cg4-A	NA	452	131	448	26	34	54	0.00868	0.562625	-1	
WRN	Q14191	S	Q14191	2axl-A	NA	1432	949	1092	100	17	19	0.00866667	0.562625	0.146824	
ZIC5	Q96T25		P08151	2gli-A	NA	663	431	574	53.8	30	31	0.0088	0.562625	-1	
ZNF146	Q15072		P25490	1ubd-C	NA	292	16	123	43.9	19	22	0.00863636	0.562625	-1	
UCP2	P55851		P70406	2lck-A	NA	309	14	309	96	32	37	0.00915789	0.570739	-1	
BMP7	P18075		P18075	1lxi-A	NA	431	328	431	100	23	30	0.00933333	0.57104	-1	
CCR3	P51677		P51681	5uiw-A	NA	355	24	320	55.7	66	82	0.00933333	0.57104	-1	
DHPS	P49366		P49366	1rlz-A	NA	369	9	369	100	37	47	0.0095	0.57104	-1	
FGGY	Q96C11		Q665C6	3l0q-B	NA	551	11	549	50	75	82	0.0095	0.57104	-1	
HTR2B	P41595		P41595	5tud-D	NA	481	55	397	100	21	23	0.0095	0.57104	-1	
MEGF6	O75095		O00548	4xbm-B	NA	1541	854	1160	30	14	15	0.0095	0.57104	-1	
NF1	P21359	"C,S,M"	P21359	1nf1-A	NA	2839	1206	1550	100	40	51	0.00925	0.57104	0.152229	
OR13C5	Q8NGS8		P07550	3sn6-R	NA	318	29	234	20.9	39	45	0.0095	0.57104	-1	
SEPT3	Q9UH03		Q9UH03	4z54-A	NA	358	53	328	100	46	54	0.0095	0.57104	-1	
SHANK1	Q9Y566		Q5T2W1	3tmh-A	NA	2161	799	847	22.4	13	18	0.0095	0.57104	-1	
USP4	Q13107		Q13107	5ctr-C	NA	963	10	215	100	26	31	0.00933333	0.57104	-1	
VCAM1	P19320		P19320	1ij9-A	NA	739	25	220	100	43	54	0.00933333	0.57104	-1	
RORC	P51449		P51449	5ixk-A	NA	518	269	487	100	34	41	0.00966667	0.57764	-1	
ZNF829	Q3KNS6		Q07230	2i13-A	NA	432	136	206	49.3	14	25	0.00966667	0.57764	-1	
DOCK3	Q8IZD9		Q92608	3a98-A	NA	2030	2	164	42.9	25	29	0.00975	0.579213	-1	
HMCN1	Q96RW7		Q07008	5uk5-A	NA	5635	5120	5270	34	24	29	0.00975	0.579213	-1	
ADAMTSL1	Q8N6G6		P27918	1w0s-A	NA	1762	428	826	24.6	59	61	0.01	0.583822	-1	
BAIAP2L2	Q6UXY1		Q80Y61	3ok8-B	NA	529	2	220	96.3	21	26	0.01	0.583822	-1	
DOK7	Q18PE1		Q18PE0	3ml4-C	NA	504	3	210	94.2	29	31	0.01	0.583822	-1	
GSTZ1	O43708		O43708	1fw1-A	NA	216	5	212	100	28	33	0.01	0.583822	-1	
TWF2	Q6IBS0		Q6IBS0	2w0i-A	NA	349	179	313	100	14	15	0.01	0.583822	-1	
ZNF628	Q5EBL2		D9IWL3	5v3g-A	NA	1059	21	171	47	18	20	0.01	0.583822	-1	
TLR7	Q9NYK1		B3Y653	5gmf-C	NA	1049	27	833	97.5	137	153	0.0102	0.593792	-1	
CPT2	P23786		P18886	4eyw-B	NA	658	27	658	84	72	71	0.0102857	0.597071	-1	
ANKRD52	Q8NB46		E0A9E1	5vkq-C	NA	1076	43	1006	27.6	116	113	0.0105	0.597559	-1	
ARID1A	O14497	"C,S,M"	O14497	1ryu-A	NA	2285	1000	1119	100	27	33	0.0105	0.597559	0.170366	
LRP2	P98164		P01130	1n7d-A	NA	4655	64	707	33.4	119	133	0.0103333	0.597559	-1	
NAA60	Q9H7X0		Q9H7X0	5hgz-A	NA	242	1	211	100	30	30	0.0105	0.597559	-1	
NSA2	O95478		P40078	6em5-r	NA	260	2	259	61.8	17	18	0.0105	0.597559	-1	
OR52M1	Q8NGK5		P29274	5n2r-A	NA	317	35	141	36	26	36	0.0105	0.597559	-1	
THBS2	P35442		P35442	1yo8-A	NA	1172	551	1171	100	139	151	0.0105	0.597559	-1	
GABPA	Q06546		Q00422	2juo-A	NA	454	35	121	95.4	13	15	0.0106667	0.603662	-1	
ZNF417	Q8TAU3		P49711	5yel-B	NA	575	146	314	21.5	12	14	0.0106667	0.603662	-1	
GALNT15	Q8N3T1		Q8N4A0	5nqa-B	NA	639	138	632	42.9	92	110	0.011	0.607302	-1	
HDLBP	Q00341		Q00341	2ctf-A	NA	1268	346	434	100	10	12	0.011	0.607302	-1	
JMJD6	Q6NYC1		Q6NYC1	3k2o-B	NA	403	2	335	100	48	49	0.011	0.607302	-1	
MUC2	Q02817		P04275	4nt5-A	NA	5179	5067	5154	25.3	10	11	0.011	0.607302	-1	
NOTCH4	Q99466		Q9NR61	5mvx-A	NA	2003	343	476	32.6	25	31	0.011	0.607302	-1	
PFKP	Q01813		Q01813	4rh3-A	NA	784	26	762	100	121	127	0.011	0.607302	-1	
PTH1R	Q03431		Q03431	3c4m-B	NA	593	29	175	100	16	17	0.011	0.607302	-1	
SMARCA5	O60264		G2QFM3	5jxr-A	NA	1052	83	703	57	69	75	0.011	0.607302	-1	
TERF1	P54274		P54274	1ity-A	NA	439	373	439	100	12	13	0.011	0.607302	-1	
ANTXR1	Q9H6X2		Q9H6X2	3n2n-C	NA	564	38	220	100	33	34	0.0115	0.61004	-1	
CDH18	Q13634		Q96QU1	4xhz-A	NA	790	595	617	26.1	6	15	0.0115	0.61004	-1	
DOT1L	Q8TEK3		Q8TEK3	4er3-A	NA	1739	4	331	100	42	43	0.0115	0.61004	-1	
GRAP2	O75791		Q60631	1gbr-A	NA	330	1	59	49.2	17	20	0.0115	0.61004	-1	
HNMT	P50135		P50135	2aou-A	NA	292	5	292	100	48	50	0.0113636	0.61004	-1	
KDM4B	O94953		O94953	4uc4-A	NA	1096	918	1026	100	14	17	0.0113333	0.61004	-1	
KRT73	Q86Y46		P08670	3uf1-A	NA	540	179	282	31.7	22	32	0.0115	0.61004	-1	
MAB21L1	Q13394		Q13394	5eom-B	NA	359	2	359	100	92	112	0.0115	0.61004	-1	
MAP4K1	Q92918		Q8IVH8	5j5t-A	NA	833	14	317	63.5	42	47	0.0115	0.61004	-1	
PRDM11	Q9NQV5		Q9NQV5	3ray-A	NA	511	106	269	100	25	31	0.0115	0.61004	-1	
PRPF4B	Q13523		Q13523	4iir-B	NA	1007	670	1005	100	33	35	0.0112	0.61004	-1	
RPRD1B	Q9NQG5		Q9NQG5	4fla-B	NA	326	176	301	100	21	25	0.0115	0.61004	-1	
RYR1	P21817		P11716	5j8v-D	NA	5038	11	5034	96.6	663	681	0.0112	0.61004	-1	
ZNF257	Q9Y2Q1		Q8BG62	1v65-A	NA	563	4	44	48.8	10	14	0.0115	0.61004	-1	
ZNF492	Q9P255		P49711	5und-A	NA	531	222	388	35.1	21	31	0.0113333	0.61004	-1	
ABCC12	Q96J65		Q8HXQ5	6bhu-A	NA	1359	43	1351	33.3	222	238	0.011625	0.610906	-1	
CEACAM7	Q14002		P31809	1l6z-A	NA	265	143	238	31.2	22	30	0.0116667	0.610906	-1	
ERBB2	P04626	"C,S,M"	P04626	3pp0-B	NA	1255	706	1009	100	49	115	0.0116667	0.610906	0.186667	
SPTBN4	Q9H254		P07751	1cun-B	NA	2564	537	774	21	11	11	0.0116667	0.610906	-1	
TTN	Q8WZ42		Q8WZ42	1tit-A	NA	34350	12677	12765	100	21	22	0.0116667	0.610906	-1	
EZH2	Q15910	"C,S,M"	Q15910	5hyn-K	NA	746	10	732	100	99	119	0.012	0.614116	0.186811	
KCNA6	P17658		P63142	3lut-B	NA	529	38	469	73.4	112	145	0.012	0.614116	-1	
LAMA1	P25391		P24043	4yep-A	NA	3075	1165	1342	44.2	30	38	0.012	0.614116	-1	
LY75	O60449		P06734	1t8c-A	NA	1722	1108	1230	30.6	21	24	0.012	0.614116	-1	
MICAL2	O94851		P67966	1b8t-A	NA	1124	974	1053	35	10	12	0.012	0.614116	-1	
MMP25	Q9NPA2		P03956	1su3-B	NA	562	29	507	31.4	56	62	0.012	0.614116	-1	
NOTCH1	P46531	"C,S,M"	P46531	2vj3-A	NA	2555	411	529	100	30	56	0.012	0.614116	0.186811	
RYR2	Q92736		P11881	5gug-B	NA	4967	3728	4152	22.5	96	150	0.012	0.614116	-1	
ZNF92	Q03936		Q07230	2i13-A	NA	586	210	363	55.2	26	33	0.012	0.614116	-1	
ACVR1B	P36896	"C,M"	P36897	2x7o-E	NA	505	173	502	87.9	84	108	0.013	0.61855	0.197053	
ADGRF4	Q8IZF3		P34998	3eht-A	NA	695	301	365	20	13	14	0.0125	0.61855	-1	
AQR	O60306		O60306	5mqf-U	NA	1485	19	1333	100	194	193	0.0123333	0.61855	-1	
ASB1	Q9Y576		Q96DX5	3zkj-D	NA	335	80	334	30	41	47	0.013	0.61855	-1	
CDH5	P33151		P09803	3ifq-C	NA	784	675	775	45.5	19	25	0.013	0.61855	-1	
CRYBB1	P53674		P53674	1oki-B	NA	252	55	238	100	48	66	0.0121667	0.61855	-1	
DGKI	O75912		Q01484	5y4d-A	NA	1065	924	1047	33.1	32	43	0.0126667	0.61855	-1	
DUSP6	Q16828		Q16828	1mkp-A	NA	381	205	347	100	19	21	0.0125	0.61855	-1	
ELOA3	Q8NG57		Q14241	4hfx-B	NA	546	360	433	70.3	26	56	0.0125	0.61855	-1	
ELOA3B	Q3SY89		Q14241	4hfx-B	NA	546	360	433	70.3	26	56	0.013	0.61855	-1	
FMN2	Q9NZ56		O08808	3o4x-H	NA	1722	1266	1699	25.9	126	166	0.013	0.61855	-1	
HSPA9	P38646		P38646	4kbo-A	NA	679	54	429	100	39	38	0.0125	0.61855	-1	
IGF2BP1	Q9NZI8		P19339	1b7f-A	NA	577	9	140	25.6	29	30	0.013	0.61855	-1	
IGSF11	Q5DX21		P78310	3j6n-K	NA	431	28	236	35.9	42	49	0.013	0.61855	-1	
KLHL30	Q0D2K2		Q9NVR0	4ap2-A	NA	578	9	252	29	37	39	0.013	0.61855	-1	
LAMB4	A4D0S4		P15800	5lf2-B	NA	1761	505	816	34.7	57	60	0.0125	0.61855	-1	
MYH13	Q9UKX3		P12883	5tby-A	NA	1938	7	963	79.4	232	241	0.0125	0.61855	-1	
NLRP10	Q86W26		Q3UP24	3jbl-J	NA	655	147	472	22.6	81	105	0.01275	0.61855	-1	
NLRP3	Q96P20		Q5ZIY8	4per-A	NA	1036	945	1029	37.6	22	24	0.013	0.61855	-1	
OSTF1	Q92882		Q92882	3ehq-B	NA	214	12	192	100	18	20	0.0126667	0.61855	-1	
PTK2B	Q14289		Q14289	3fzt-A	NA	1009	420	690	100	42	52	0.0128	0.61855	-1	
REXO1L1P	Q8IX06		Q96AZ6	1wlj-A	NA	675	501	659	33.9	15	17	0.0123333	0.61855	-1	
SETDB1	Q15047	M	Q9H9B1	3fpd-B	NA	1291	681	859	36.1	24	31	0.0126667	0.61855	0.19456	
SOX1	O00570		P48432	1gt0-D	NA	391	49	128	96.2	17	22	0.013	0.61855	-1	
TRIM56	Q9BRZ2		Q14258	4ltb-A	NA	755	222	359	20.3	9	11	0.0125	0.61855	-1	
TULP3	O75386		P50607	1s31-A	NA	442	170	442	67.4	45	54	0.013	0.61855	-1	
USP33	Q8TEY7		Q9UK80	2y5b-E	NA	942	363	712	27.9	50	52	0.013	0.61855	-1	
ZBTB44	Q8NCP5		Q9BYV9	3ohv-C	NA	570	6	124	40.8	14	16	0.013	0.61855	-1	
ZFP57	Q9NU63		D9IWL3	5v3g-A	NA	452	144	351	30.3	41	55	0.0125	0.61855	-1	
ZNF319	Q9P2F9		P49711	5und-A	NA	582	312	509	29.3	29	38	0.013	0.61855	-1	
NPEPPS	P55786		Q07075	4kxa-A	NA	919	53	911	33.9	94	104	0.013125	0.623039	-1	
AKR7A3	O95154		O95154	2clp-D	NA	331	9	331	100	44	49	0.0135	0.624782	-1	
BAX	Q07812		Q07812	2lr1-A	NA	192	1	192	100	24	34	0.0135	0.624782	-1	
BCAS3	Q9H6U6		Q5QA94	5ltd-B	NA	928	329	438	26.4	16	17	0.0135	0.624782	-1	
DBH	P09172		P09172	4zel-B	NA	617	46	614	100	97	110	0.0135	0.624782	-1	
IRF5	Q13568		P23906	1irg-A	NA	498	11	120	43.6	24	31	0.0135	0.624782	-1	
LACTB	P83111		P94288	4y7p-A	NA	547	109	507	22.3	30	33	0.0135	0.624782	-1	
LGALS9	O00182		O00182	3wv6-B	NA	355	5	355	100	38	51	0.0135	0.624782	-1	
NF2	P35240	"C,S"	P35240	4zri-B	NA	595	21	311	100	44	49	0.0135	0.624782	0.201974	
TNR	Q92752		P02751	3r8q-A	NA	1358	863	1114	25.7	76	117	0.0135	0.624782	-1	
VILL	O15195		P02640	1qqv-A	NA	856	786	856	38	12	14	0.0135	0.624782	-1	
ZNF446	Q9NWS9		Q15697	1y7q-B	NA	450	21	112	57.6	9	10	0.0135	0.624782	-1	
F9	P00740		P00740	5jb9-S	NA	461	227	461	100	71	89	0.0136667	0.631058	-1	
AJUBA	Q96IF1	M	P53776	3mmk-B	NA	538	402	520	32.5	17	19	0.014	0.634906	0.206769	
CYP21A2	P08686		P08686	4y8w-A	NA	494	29	484	100	57	70	0.014	0.634906	-1	
GPR146	Q96CH1		P25024	2lnl-A	NA	333	28	303	23	23	25	0.013875	0.634906	-1	
PGK1	P00558		P00558	2wzb-A	NA	417	3	417	100	62	63	0.014	0.634906	-1	
SMARCA2	P51531		P51531	5dkh-C	NA	1590	1380	1510	100	14	16	0.014	0.634906	-1	
USP9X	Q93008		P50102	3mhs-A	NA	2570	1476	1921	24.6	69	77	0.014	0.634906	-1	
XRCC4	Q13426		Q13426	3ii6-B	NA	336	1	201	100	28	28	0.014	0.634906	-1	
ZNF648	Q5T619		P03001	1tf6-D	NA	568	275	466	31	30	35	0.014	0.634906	-1	
PCDHA12	Q9UN75		Q91Y13	5dzv-B	NA	941	30	557	73.3	157	210	0.0141429	0.639956	-1	
ANKIB1	Q9P2G1		Q9Y4X5	5tte-B	NA	1089	225	731	28	68	69	0.0145	0.641822	-1	
ATP13A5	Q4VNC0		Q4H132	5aw6-A	NA	1218	149	896	21.5	146	175	0.0145	0.641822	-1	
CACNA1H	O95180		D0E0C2	5x0m-A	NA	2353	39	431	24.1	48	66	0.0145	0.641822	-1	
DTX2	Q86UW9		Q23985	2a90-A	NA	622	18	184	30.9	23	24	0.0145	0.641822	-1	
IGSF22	Q8N9C0		Q8WZ42	2nzi-B	NA	903	605	887	27.1	44	51	0.0145	0.641822	-1	
LCMT1	Q9UIC8		Q9UIC8	3o7w-A	NA	334	29	334	100	42	44	0.0145	0.641822	-1	
PDE5A	O76074		O76074	3mf0-A	NA	875	102	518	100	57	61	0.0145	0.641822	-1	
RALY	Q9UKM9		Q9UKM9	1wf1-A	NA	306	1	97	100	17	18	0.0145	0.641822	-1	
SGSH	P51688		P51688	4miv-H	NA	502	22	502	100	50	57	0.0145	0.641822	-1	
ZNF672	Q499Z4		D9IWL3	5v3g-A	NA	452	224	390	55.7	33	42	0.01425	0.641822	-1	
ASZ1	Q8WWH4		E0A9E1	5vkq-C	NA	475	2	226	24.3	41	56	0.015	0.645667	-1	
DNAJB11	Q9UBS4		Q56237	4j80-A	NA	358	21	342	30.5	47	54	0.015	0.645667	-1	
DNPH1	O43598		O43598	4p5e-B	NA	174	20	162	100	8	11	0.015	0.645667	-1	
KLHL26	Q53HC5		Q9Z2X8	5fnr-A	NA	615	315	609	28.9	36	40	0.015	0.645667	-1	
LPAR3	Q9UBY5		Q92633	4z34-A	NA	353	2	308	53.5	57	68	0.0146667	0.645667	-1	
NLRP5	P59047		Q5ZIY8	4per-A	NA	1200	981	1158	36	34	47	0.015	0.645667	-1	
RPRD2	Q5VT52		Q5VT52	4flb-A	NA	1461	19	149	100	20	22	0.015	0.645667	-1	
SHANK1	Q9Y566		Q9JLU4	5g4x-A	NA	2161	71	411	67.7	65	76	0.0146667	0.645667	-1	
TECTA	O75443		P04275	2mhq-A	NA	2155	1402	1484	25	11	10	0.015	0.645667	-1	
TMEM14A	Q9Y6G1		Q9Y6G1	2lop-A	NA	99	1	99	100	11	13	0.015	0.645667	-1	
TNXB	P22105		Q15485	2j3f-D	NA	4242	4025	4232	47.4	9	10	0.015	0.645667	-1	
TRNT1	Q96Q11		Q96Q11	4x4w-A	NA	434	27	434	100	57	56	0.0148	0.645667	-1	
ZNF260	Q3ZCT1		Q07230	2i13-A	NA	412	8	158	47.4	30	32	0.015	0.645667	-1	
ABCB1	P08183		P21447	4m2t-A	NA	1280	31	1275	88.1	325	373	0.018	0.651882	-1	
ACE	P12821		P12821	2xyd-A	NA	1306	30	639	100	100	110	0.0175	0.651882	-1	
ACOX1	Q15067		P07872	1is2-A	NA	660	1	654	88.5	77	82	0.01625	0.651882	-1	
ACSBG2	Q5FVE4		Q6RKB1	5msc-A	NA	666	108	665	21.5	99	97	0.016	0.651882	-1	
ACYP1	P07311		P07311	2w4p-A	NA	99	4	98	100	14	15	0.0165	0.651882	-1	
AKAP7	Q9P0M2		Q9P0M2	5jj2-A	NA	348	76	286	100	27	29	0.0165	0.651882	-1	
AKR1C1	Q04828		Q04828	1mrq-A	NA	323	2	323	100	58	63	0.017	0.651882	-1	
ANK1	P16157		O95271	5jhq-D	NA	1881	22	443	31.4	87	106	0.01525	0.651882	-1	
ANO3	Q9BYT9		Q8BHY3	5oyb-A	NA	981	179	959	42.5	161	184	0.016	0.651882	-1	
AP3B2	Q13367		Q10567	4p6z-B	NA	1082	41	640	30.1	71	87	0.0153333	0.651882	-1	
ATP1A4	Q13733		P05024	3b8e-A	NA	1029	34	1029	79.2	197	222	0.01725	0.651882	-1	
CD79B	P40259	"C,S,M"	P40259	3kg5-B	NA	229	43	145	100	15	18	0.018	0.651882	0.246857	
CDH19	Q9H159		P12830	3l6x-B	NA	772	642	660	57.9	10	12	0.0157674	0.651882	-1	
CDK4	P11802	"S,M"	P11802	2w9f-B	NA	303	5	295	100	37	54	0.018	0.651882	0.246857	
CELF4	Q9BZC1		Q15717	4ed5-B	NA	486	338	360	26.1	9	12	0.0173333	0.651882	-1	
